"","paths","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","paths.noko","paths.nok","V4"
"1","K00005",22.4656252260009,-2.58386311683283,0.72531290662677,-3.56241160639161,0.000367463652846413,0.0377972210796779,"K00005","00005","gldA; glycerol dehydrogenase [EC:1.1.1.6]"
"2","K00027",104.905436030725,-1.10806029077683,0.343456829520614,-3.22619961385956,0.0012544583383444,0.0644537175934234,"K00027","00027","ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating) [EC:1.1.1.38]"
"3","K00030",44.440354772784,-1.60735247099951,0.504874516711337,-3.18366726344106,0.00145422068809033,0.0695256129370787,"K00030","00030","IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]"
"4","K00243",52.5738923797141,-1.8510689290071,0.569078197752854,-3.25274968592454,0.00114294131959865,0.0607919003809081,"K00243","00243","K00243; uncharacterized protein"
"5","K00262",68.224337466308,-1.36983507252392,0.446842168374555,-3.06559042425845,0.00217240676964648,0.0819532582810112,"K00262","00262","E1.4.1.4, gdhA; glutamate dehydrogenase (NADP+) [EC:1.4.1.4]"
"6","K00453",413.425675682712,0.174047093286757,0.0499096731949477,3.48724169374797,0.000488030099563901,0.0438818148575253,"K00453","00453","TDO2, kynA; tryptophan 2,3-dioxygenase [EC:1.13.11.11]"
"7","K00547",59.3630967548894,-1.4512411913181,0.433823694666644,-3.34523265824208,0.000822135744387258,0.0546035990762817,"K00547","00547","mmuM, BHMT2; homocysteine S-methyltransferase [EC:2.1.1.10]"
"8","K00556",23.0380800174738,-1.92597592728354,0.63176209772118,-3.04857783369831,0.00229927342460087,0.0842958975244517,"K00556","00556","trmH; tRNA (guanosine-2'-O-)-methyltransferase [EC:2.1.1.34]"
"9","K00563",66.5530705125637,-1.48978176244723,0.509016274971193,-2.92678610822717,0.00342484330490262,0.0979655727765003,"K00563","00563","rlmA1; 23S rRNA (guanine745-N1)-methyltransferase [EC:2.1.1.187]"
"10","K00564",77.3249064711716,-1.42596565594411,0.438580875401738,-3.2513174557325,0.00114871515385769,0.0607919003809081,"K00564","00564","rsmC; 16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]"
"11","K00571",66.1707354567832,-1.19753357602531,0.383169685039925,-3.12533486541486,0.00177602755756769,0.0762570939184162,"K00571","00571","E2.1.1.72; site-specific DNA-methyltransferase (adenine-specific) [EC:2.1.1.72]"
"12","K00574",1251.35758425935,0.139765692541143,0.0477204336720249,2.92884372136538,0.00340225433308046,0.097857105292911,"K00574","00574","cfa; cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79]"
"13","K00687",17.6244789934411,-2.53474322559083,0.8813937086741,-2.87583539642449,0.00402959787455265,0.0982786002525098,"K00687","00687","pbp2B, penA; penicillin-binding protein 2B"
"14","K00756",26.915059924343,-1.87452954988294,0.64142420787662,-2.92244902338253,0.00347290465495652,0.0982786002525098,"K00756","00756","pdp; pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]"
"15","K00850",63.0769746087688,-1.44478054350564,0.466111143537916,-3.09964814945067,0.0019375065447319,0.0779710277022847,"K00850","00850","pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"
"16","K00872",101.769637008869,-1.35739603293703,0.336450218105261,-4.03446322781804,5.47272594007999e-05,0.0250380951164417,"K00872","00872","thrB; homoserine kinase [EC:2.7.1.39]"
"17","K00878",62.7169526919613,-1.07394437606747,0.330494507425444,-3.24950748632258,0.00115605035299844,0.0607919003809081,"K00878","00878","thiM; hydroxyethylthiazole kinase [EC:2.7.1.50]"
"18","K00882",92.8643550748858,-1.27783254521352,0.324618450377239,-3.93641379203355,8.27083123728097e-05,0.0255423820234944,"K00882","00882","fruK; 1-phosphofructokinase [EC:2.7.1.56]"
"19","K00883",414.4710896324,0.144059924046031,0.0502980997605823,2.86412259571936,0.00418166132866408,0.0989533130773872,"K00883","00883","dgoK; 2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]"
"20","K00926",72.9447955617446,-1.01716311815244,0.315468268179986,-3.22429613609224,0.0012628273520033,0.0644537175934234,"K00926","00926","arcC; carbamate kinase [EC:2.7.2.2]"
"21","K00995",222.435765396945,-0.897124169532972,0.243587413738051,-3.68296602753754,0.000230535892364479,0.035462571413809,"K00995","00995","pgsA, PGS1; CDP-diacylglycerol---glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]"
"22","K01061",1612.06307483949,0.134329437495459,0.0460020829851293,2.92007293536865,0.00349949473691275,0.0982786002525098,"K01061","01061","E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]"
"23","K01174",43.3395466507218,-1.20247842809642,0.381876685993653,-3.14886577840577,0.00163905457755797,0.0723128655149727,"K01174","01174","nuc; micrococcal nuclease [EC:3.1.31.1]"
"24","K01200",37.6876263289882,-2.12136183574515,0.631378808205844,-3.35988761132689,0.00077974185647002,0.0546035990762817,"K01200","01200","pulA; pullulanase [EC:3.2.1.41]"
"25","K01223",74.1505641090865,-1.69846242585439,0.56982934661201,-2.98065102464941,0.00287636368708992,0.091265697149102,"K01223","01223","E3.2.1.86B, bglA; 6-phospho-beta-glucosidase [EC:3.2.1.86]"
"26","K01261",24.5313194367806,-1.96357921097987,0.683326685827662,-2.87355850679464,0.00405875894242981,0.0982786002525098,"K01261","01261","pepA; glutamyl aminopeptidase [EC:3.4.11.7]"
"27","K01270",15.8024259434602,-2.73683680850299,0.668514340916776,-4.09390889767569,4.24161026392108e-05,0.0250380951164417,"K01270","01270","pepD; dipeptidase D [EC:3.4.13.-]"
"28","K01424",553.907029902837,-0.323855881723789,0.0930868174802072,-3.479073519649,0.000503150529609055,0.0438818148575253,"K01424","01424","E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]"
"29","K01571",50.2164174244502,-1.73295850850404,0.502454763536018,-3.44898413602127,0.000562699759350757,0.0457721085496882,"K01571","01571","oadA; oxaloacetate decarboxylase (Na+ extruding) subunit alpha [EC:7.2.4.2]"
"30","K01575",35.1903605359584,-1.75942234804653,0.613404902733462,-2.86828869512808,0.00412698767468265,0.0987177337302663,"K01575","01575","alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]"
"31","K01631",411.744728658491,0.154969001885102,0.0518337990395581,2.98972880160363,0.00279225237921058,0.0905265539272506,"K01631","01631","dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21]"
"32","K01661",67.6086916361399,-0.999883017210183,0.314409319274862,-3.18019522931529,0.00147175861708784,0.0695256129370787,"K01661","01661","menB; naphthoate synthase [EC:4.1.3.36]"
"33","K01692",1948.73820256949,0.162712821732718,0.0486674415248011,3.34336091306134,0.000827701741615554,0.0546035990762817,"K01692","01692","paaF, echA; enoyl-CoA hydratase [EC:4.2.1.17]"
"34","K01739",106.796652112362,-1.33687599625727,0.324730396569155,-4.11687975742846,3.84036302187704e-05,0.0250380951164417,"K01739","01739","metB; cystathionine gamma-synthase [EC:2.5.1.48]"
"35","K01811",42.0261416657973,-1.59322937021012,0.48416849332984,-3.29065065604078,0.000999559614772658,0.0584686219607467,"K01811","01811","xylS, yicI; alpha-D-xyloside xylohydrolase [EC:3.2.1.177]"
"36","K01823",78.3376219097588,-1.15724452905184,0.359743433747959,-3.21686074154345,0.00129601488920406,0.0655053739145275,"K01823","01823","idi, IDI; isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]"
"37","K01839",86.8434042681504,-1.32503763985181,0.358505485587156,-3.69600380781252,0.000219019688315472,0.035462571413809,"K01839","01839","deoB; phosphopentomutase [EC:5.4.2.7]"
"38","K01893",46.0571958050957,-1.95159121785189,0.535757963422869,-3.64267327989582,0.000269821224077764,0.0377972210796779,"K01893","01893","NARS, asnS; asparaginyl-tRNA synthetase [EC:6.1.1.22]"
"39","K01911",70.4850302843615,-0.989174746044297,0.319670713200277,-3.0943552386814,0.00197241163051091,0.0783643166401969,"K01911","01911","menE; O-succinylbenzoic acid---CoA ligase [EC:6.2.1.26]"
"40","K01914",19.1395086584032,-2.44294119480611,0.831653729162985,-2.93744993756572,0.00330923596447314,0.0959049896418599,"K01914","01914","asnA; aspartate--ammonia ligase [EC:6.3.1.1]"
"41","K01926",54.6919503375498,-1.54430884316325,0.424633030464836,-3.63680809632905,0.000276037426165534,0.0377972210796779,"K01926","01926","rex; redox-sensing transcriptional repressor"
"42","K01938",149.500333287471,-1.21765483202865,0.33072372316254,-3.68178859497844,0.000231603424523532,0.035462571413809,"K01938","01938","fhs; formate--tetrahydrofolate ligase [EC:6.3.4.3]"
"43","K01958",38.2199184111196,-1.27893049055711,0.408488490149485,-3.13088500997688,0.00174280386392085,0.0762440076938818,"K01958","01958","PC, pyc; pyruvate carboxylase [EC:6.4.1.1]"
"44","K01991",1503.4358004974,0.0989039336966967,0.031688684117454,3.12111204523702,0.00180169468919808,0.0762570939184162,"K01991","01991","wza, gfcE; polysaccharide biosynthesis/export protein"
"45","K02217",59.4097162486634,-0.998544768430267,0.324365133359502,-3.07845901342163,0.0020807414971403,0.0796495605449443,"K02217","02217","ftnA, ftn; ferritin [EC:1.16.3.2]"
"46","K02315",46.1588600446137,-1.61330436285479,0.463900478271549,-3.47769497644369,0.000505745080954959,0.0438818148575253,"K02315","02315","dnaC; DNA replication protein DnaC"
"47","K02548",70.67926358398,-1.04521653971861,0.312950948791541,-3.33987336914847,0.000838165987141103,0.0546035990762817,"K02548","02548","menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]"
"48","K02549",68.3158392265042,-0.988285194585882,0.312836820625341,-3.15910765430477,0.00158253021586863,0.0710228646880352,"K02549","02549","menC; O-succinylbenzoate synthase [EC:4.2.1.113]"
"49","K02551",67.6086916361399,-0.999883017210183,0.314409319274862,-3.18019522931529,0.00147175861708784,0.0695256129370787,"K02551","02551","menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]"
"50","K02564",93.5113547372954,-1.12958612473529,0.364594845223537,-3.09819554372123,0.00194702912049501,0.0779710277022847,"K02564","02564","nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]"
"51","K02662",82.7938556344312,-0.940245677152698,0.327517729531027,-2.87082375204249,0.00409403720578052,0.0986738782096915,"K02662","02662","pilM; type IV pilus assembly protein PilM"
"52","K02664",77.5361866291213,-1.087217327636,0.325383799408519,-3.34133822769399,0.000833755875668703,0.0546035990762817,"K02664","02664","pilO; type IV pilus assembly protein PilO"
"53","K02669",116.677202322121,-1.01150598871518,0.305940573399718,-3.30621720903172,0.000945647509323373,0.0584686219607467,"K02669","02669","pilT; twitching motility protein PilT"
"54","K02755",66.9166287399622,-1.8751799854587,0.601271836534598,-3.11868920431433,0.00181657467231718,0.0762668366458325,"K02755","02755","bglFa; beta-glucoside PTS system EIIA component [EC:2.7.1.-]"
"55","K02757",59.2675522562002,-1.97902410705906,0.650766981279837,-3.04106410433884,0.00235743633911008,0.0848374738905232,"K02757","02757","bglF, bglP; beta-glucoside PTS system EIICBA component [EC:2.7.1.-]"
"56","K02794",37.2881020754345,-2.3877965200141,0.809923424072744,-2.94817565345491,0.00319655378541941,0.0959049896418599,"K02794","02794","manX; mannose PTS system EIIAB component [EC:2.7.1.191]"
"57","K02795",37.8067003566546,-2.41145535912051,0.807048890604396,-2.98799166592569,0.00280817211795972,0.0905265539272506,"K02795","02795","manY; mannose PTS system EIIC component"
"58","K02796",36.4716858052594,-2.38606513688555,0.812465489824703,-2.93682029177678,0.00331596199299554,0.0959049896418599,"K02796","02796","manZ; mannose PTS system EIID component"
"59","K02823",66.0103642377135,-1.28595000152281,0.378594348010288,-3.3966434213325,0.000682177978926955,0.0507345508327675,"K02823","02823","pyrDII; dihydroorotate dehydrogenase electron transfer subunit"
"60","K02851",57.6326719403214,-1.47982795146981,0.480148023801326,-3.08202445519619,0.00205597945758423,0.0796495605449443,"K02851","02851","wecA, tagO, rfe; UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]"
"61","K03086",1002.32555438268,-0.252150777214859,0.0835386953976615,-3.01837101973605,0.00254137556356168,0.0887946388181348,"K03086","03086","rpoD; RNA polymerase primary sigma factor"
"62","K03151",61.2619670545279,-1.34336536076701,0.402257191962887,-3.33956828518545,0.000839087192874094,0.0546035990762817,"K03151","03151","thiI; tRNA uracil 4-sulfurtransferase [EC:2.8.1.4]"
"63","K03298",44.4247782813763,-1.60124443920326,0.539626114711824,-2.96732199489339,0.00300406173298625,0.0935118850670858,"K03298","03298","TC.DME; drug/metabolite transporter, DME family"
